,loss,mae,val_loss,val_mae
175,31428231168.0,111581.0859375,38667550720.0,112866.1640625
176,31703048192.0,110696.59375,38267281408.0,113772.53125
177,31628740608.0,111032.5078125,38122913792.0,114411.7109375
178,31582881792.0,111300.5078125,38304612352.0,113629.375
179,31652771840.0,111038.6015625,38151897088.0,114165.046875
180,31655483392.0,111096.5078125,38139600896.0,114136.3046875
181,31561875456.0,111524.2890625,38344183808.0,113449.0078125
182,31566903296.0,111185.6875,38347296768.0,113327.140625
183,31611559936.0,110782.21875,37991198720.0,114623.9765625
184,31593512960.0,111279.328125,38085664768.0,114261.0078125
185,31585558528.0,111087.203125,38133686272.0,113932.7109375
186,31525775360.0,111258.3515625,38187843584.0,113651.875
187,31589955584.0,111054.171875,38137622528.0,113837.75
188,31592462336.0,110877.953125,38058995712.0,114256.0546875
189,31544625152.0,111208.0859375,38398279680.0,113119.5
190,31613067264.0,110860.4453125,38027468800.0,114390.03125
191,31545778176.0,111127.15625,38281437184.0,113335.3125
192,31520227328.0,110751.046875,37960273920.0,114494.7734375
193,31514859520.0,111399.984375,38309584896.0,113272.515625
194,31588982784.0,110900.4609375,38161420288.0,113633.625
195,31577016320.0,110884.6484375,38304018432.0,113195.828125
196,31562481664.0,110815.1953125,38240600064.0,113385.1484375
197,31572680704.0,110765.609375,38098100224.0,113759.625
198,31529795584.0,110929.8828125,37985345536.0,114249.484375
199,31527600128.0,111027.2734375,38297309184.0,113206.734375
200,31545985024.0,110857.9140625,38010593280.0,114176.3046875
201,31560957952.0,110877.453125,37984006144.0,114108.171875
202,31533453312.0,110866.4140625,37949792256.0,114631.921875
203,31398701056.0,111506.1015625,38555054080.0,112563.2109375
204,31555608576.0,110648.53125,38296604672.0,113105.7890625
205,31564146688.0,110562.8984375,38104588288.0,113636.1328125
206,31519019008.0,110806.5625,38136320000.0,113199.484375
207,31511160832.0,110741.625,37928767488.0,113895.9375
208,31485124608.0,110967.3125,38085046272.0,113333.0703125
209,31520387072.0,110484.125,37945241600.0,113964.65625
210,31507281920.0,110778.7890625,37967187968.0,113772.7890625
211,31485267968.0,110680.0546875,37941641216.0,114101.9375
212,31442626560.0,110802.125,38098305024.0,113280.0859375
213,31497771008.0,110600.3828125,37951848448.0,113907.0859375
214,31425732608.0,110964.328125,38087131136.0,113352.203125
215,31481901056.0,110693.5390625,38269218816.0,112566.7578125
216,31457378304.0,110706.40625,38166433792.0,112853.4921875
217,31460364288.0,110435.734375,37994143744.0,113231.5625
218,31486144512.0,110283.09375,37925294080.0,113685.5546875
219,31470796800.0,110413.390625,37843001344.0,113940.4921875
220,31482050560.0,110690.2421875,37908082688.0,113580.5859375
221,31430449152.0,110743.203125,38136782848.0,112772.2109375
222,31472285696.0,110264.25,37979492352.0,113028.671875
223,31460763648.0,110350.734375,37965398016.0,113347.46875
224,31484596224.0,110340.2890625,37974921216.0,113385.7265625
225,31433256960.0,110492.265625,37901905920.0,113249.7265625
226,31418966016.0,110673.375,37923770368.0,113202.0859375
227,31457681408.0,110142.0859375,37854208000.0,113745.3671875
228,31383097344.0,110575.71875,38038298624.0,112696.5625
229,31428227072.0,110261.1796875,37961207808.0,112835.609375
230,31388243968.0,110549.1328125,37955887104.0,112785.921875
231,31384096768.0,110374.890625,37733322752.0,113887.4609375
232,31390787584.0,110641.609375,37699346432.0,113994.140625
233,31364204544.0,110809.9296875,37790863360.0,113388.265625
234,31361118208.0,110673.7578125,38031716352.0,112559.578125
235,31375194112.0,110289.78125,37797179392.0,113251.0078125
236,31340304384.0,110501.765625,37858369536.0,112854.359375
237,31370590208.0,110312.78125,37816197120.0,112915.90625
238,31330127872.0,110338.9296875,37705043968.0,113774.375
239,31308468224.0,110473.390625,37840506880.0,112872.2578125
240,31386050560.0,110085.125,37675667456.0,113322.0703125
241,31322699776.0,110530.1796875,37716201472.0,113444.4453125
242,31314712576.0,110532.9296875,37868265472.0,112360.1796875
243,31310620672.0,110064.9921875,37632397312.0,113485.2578125
244,31279583232.0,110434.390625,37923532800.0,112466.7890625
245,31296014336.0,110314.5,38022041600.0,112098.46875
246,31291801600.0,109961.578125,37755670528.0,112658.84375
247,31309260800.0,110164.890625,37675544576.0,113016.8046875
248,31313188864.0,110104.6328125,37750575104.0,112683.3828125
249,31305447424.0,109985.296875,37640720384.0,112829.4765625
250,31241822208.0,110164.65625,37588045824.0,113196.828125
251,31281934336.0,110169.0390625,37686902784.0,112838.2109375
252,31264917504.0,109998.640625,37783248896.0,112235.265625
253,31252348928.0,109992.546875,37638635520.0,112840.6796875
254,31213531136.0,110194.5625,37733318656.0,112333.6953125
255,31186747392.0,109968.28125,37839323136.0,112114.1796875
256,31278891008.0,109800.6484375,37634420736.0,112648.5
257,31261130752.0,109863.8359375,37737095168.0,112318.390625
258,31220566016.0,109818.5625,37559013376.0,113323.265625
259,31186763776.0,110303.546875,37641281536.0,112687.875
260,31198474240.0,110005.671875,37624696832.0,112740.171875
261,31189893120.0,109887.4765625,37562523648.0,112626.7109375
262,31184277504.0,109897.6328125,37540597760.0,112794.7109375
263,31172657152.0,110008.3671875,37614964736.0,112518.140625
264,31169282048.0,109931.640625,37627621376.0,112465.9453125
265,31117744128.0,109930.171875,37736652800.0,111771.5234375
266,31140020224.0,109670.234375,37573173248.0,112402.890625
267,31119828992.0,109740.796875,37494128640.0,112737.3828125
268,31135111168.0,109799.4296875,37492817920.0,112374.8828125
269,31164143616.0,109484.3046875,37486186496.0,112356.8359375
270,31124516864.0,109725.3828125,37567823872.0,112011.828125
271,31088803840.0,109681.8671875,37574168576.0,111829.2578125
272,31031762944.0,109747.046875,37653352448.0,111457.46875
273,31092262912.0,109543.8046875,37391851520.0,112379.1640625
274,31031668736.0,109477.0703125,37376204800.0,113123.4296875
275,31058448384.0,109741.46875,37441576960.0,111980.171875
276,31047569408.0,109460.1015625,37265993728.0,112877.875
277,30990067712.0,109670.6953125,37234450432.0,112913.640625
278,31008444416.0,109803.09375,37270843392.0,112581.5390625
279,30996809728.0,109685.9609375,37462175744.0,111528.7265625
280,30957989888.0,109508.34375,37662412800.0,111018.90625
281,31021418496.0,109142.75,37316136960.0,111906.3828125
282,30924357632.0,109482.578125,37481758720.0,111345.2890625
283,30943219712.0,109063.5078125,37201633280.0,112232.296875
284,30957389824.0,109317.8984375,37351239680.0,111539.6640625
285,30869970944.0,109269.1328125,37753184256.0,110880.1953125
286,30912112640.0,109157.8046875,37221486592.0,111767.1328125
287,30926491648.0,109050.3359375,37368066048.0,111363.1484375
288,30910060544.0,108881.5390625,37148704768.0,111725.7578125
289,30839218176.0,109276.6015625,37322715136.0,111035.765625
290,30847498240.0,108838.2109375,37046243328.0,112520.5234375
291,30843783168.0,109148.640625,37052571648.0,111977.75
292,30819475456.0,109091.109375,37043548160.0,111911.9375
293,30805207040.0,109046.8125,37124657152.0,111320.984375
294,30810968064.0,108792.0546875,36984864768.0,112105.0234375
295,30784331776.0,109064.21875,37051703296.0,111674.8828125
296,30770317312.0,108972.3671875,37106847744.0,111231.8984375
297,30690217984.0,109019.3828125,37472907264.0,110303.09375
298,30774808576.0,108592.5546875,37094699008.0,111228.1484375
299,30679941120.0,108711.7109375,36968488960.0,111304.296875
300,30646484992.0,108925.34375,37205659648.0,110642.1484375
301,30666391552.0,108681.671875,37075763200.0,110854.21875
302,30610659328.0,108758.859375,37057077248.0,111051.4921875
303,30653118464.0,108668.53125,36863475712.0,111392.9375
304,30589997056.0,108749.578125,36758654976.0,111716.0859375
305,30617028608.0,108797.7734375,36796354560.0,111194.0234375
306,30579113984.0,108796.2734375,36893696000.0,110793.0625
307,30612273152.0,108385.0703125,36731408384.0,111508.1875
308,30588522496.0,108584.5859375,36713263104.0,111732.7890625
309,30513803264.0,108770.9140625,36951752704.0,110682.921875
310,30514876416.0,108569.015625,36778139648.0,111024.421875
311,30491535360.0,108507.5234375,36734595072.0,111341.5078125
312,30475651072.0,108716.09375,36842139648.0,110469.8515625
313,30458148864.0,108263.671875,36721938432.0,110866.8046875
314,30410971136.0,108460.125,36623974400.0,110920.1796875
315,30401632256.0,108533.03125,36980289536.0,110076.9296875
316,30435549184.0,108145.9609375,36627591168.0,111222.5390625
317,30398846976.0,108418.3203125,36560203776.0,110902.2734375
318,30390339584.0,108340.703125,36622655488.0,110563.7890625
319,30395424768.0,108155.96875,36577607680.0,110510.453125
320,30387216384.0,108197.9453125,36476887040.0,111021.7578125
321,30299842560.0,108334.78125,36642037760.0,110264.5234375
322,30368262144.0,108001.1328125,36507697152.0,110750.3125
323,30296586240.0,108239.125,36514942976.0,110485.4921875
324,30287745024.0,108059.046875,36409208832.0,111453.6171875
325,30269132800.0,108116.859375,36320358400.0,110973.515625
326,30249074688.0,108181.765625,36491026432.0,110290.3671875
327,30269769728.0,107884.359375,36466987008.0,110109.9296875
328,30239291392.0,107954.4609375,36481748992.0,109952.21875
329,30201884672.0,107954.265625,36308439040.0,110547.953125
330,30193135616.0,108049.0390625,36430696448.0,109882.1875
331,30167662592.0,107867.0859375,36372344832.0,110183.796875
332,30172018688.0,107880.59375,36306952192.0,110036.3515625
333,30134448128.0,107944.234375,36195536896.0,110238.6015625
334,30084442112.0,107943.109375,36317839360.0,109869.8203125
335,30108874752.0,107788.0390625,36165152768.0,110112.28125
336,30074032128.0,107891.875,36153688064.0,110212.890625
337,30019596288.0,107967.1328125,36177367040.0,109903.28125
338,29999355904.0,107590.875,36103819264.0,110208.796875
339,30032889856.0,107705.7734375,36176470016.0,109971.3046875
340,29997287424.0,107807.8671875,36086169600.0,110004.4140625
341,29967984640.0,107735.6015625,36154855424.0,109720.4765625
342,29963425792.0,107559.5546875,35962908672.0,110175.78125
343,29931137024.0,107486.2578125,35886383104.0,110501.1953125
344,29891776512.0,107730.53125,35947032576.0,110060.65625
345,29886031872.0,107655.4375,36062728192.0,109706.1796875
346,29831063552.0,107211.703125,35778170880.0,110926.171875
347,29854947328.0,107744.9296875,35715973120.0,110427.1875
348,29785665536.0,107572.8046875,35730599936.0,109912.6640625
349,29793007616.0,107533.546875,35815813120.0,109640.546875
350,29760743424.0,107641.1171875,36179644416.0,108722.7265625
351,29788870656.0,107155.859375,35598229504.0,109889.1640625
352,29698646016.0,107574.9609375,35719835648.0,109544.6015625
353,29728595968.0,107282.453125,35674677248.0,109711.703125
354,29707169792.0,107195.2421875,35637506048.0,109824.921875
355,29705349120.0,107307.7109375,35569311744.0,109845.328125
356,29668476928.0,107132.71875,35711324160.0,109430.8203125
357,29668165632.0,107293.7109375,35548606464.0,109520.71875
358,29649833984.0,107098.8828125,35431477248.0,110443.96875
359,29619245056.0,107451.40625,35428917248.0,110084.7265625
360,29584052224.0,107436.734375,35581009920.0,109167.1015625
361,29588623360.0,107035.703125,35402326016.0,110217.75
362,29575282688.0,107066.4921875,35370598400.0,109982.5546875
363,29527140352.0,107235.6953125,35446665216.0,109487.875
364,29540429824.0,107040.8671875,35385569280.0,109206.4609375
365,29466808320.0,107150.515625,35545128960.0,108937.3828125
366,29481037824.0,107045.4453125,35272675328.0,109416.5859375
367,29495713792.0,107006.3046875,35224436736.0,109797.6953125
368,29465432064.0,107141.5625,35270672384.0,109280.1953125
369,29481074688.0,106828.609375,35199860736.0,109771.75
370,29409916928.0,107180.78125,35316465664.0,108910.25
371,29393557504.0,106913.6796875,35157012480.0,109977.765625
372,29423517696.0,106867.546875,35131944960.0,109629.5078125
373,29327439872.0,107123.9296875,35382644736.0,108631.9140625
374,29359835136.0,106768.9453125,35076227072.0,109586.5234375
375,29311109120.0,106997.015625,35354234880.0,108585.40625
376,29349122048.0,106695.2265625,34991226880.0,109513.40625
377,29293037568.0,106994.2734375,35019276288.0,109310.8828125
378,29321605120.0,106811.7421875,35060416512.0,109043.4296875
379,29294340096.0,106876.96875,35017175040.0,108975.3203125
380,29214287872.0,106844.296875,35075555328.0,108549.078125
381,29273987072.0,106579.5703125,34879356928.0,109175.71875
382,29145522176.0,106915.8515625,35067510784.0,108482.5234375
383,29181861888.0,106787.953125,34982080512.0,108749.5078125
384,29226280960.0,106656.3984375,34889678848.0,109055.421875
385,29188251648.0,106727.6953125,34816634880.0,109264.8828125
386,29173086208.0,106849.234375,34909290496.0,108738.8828125
387,29164556288.0,106702.96875,34770567168.0,109455.234375
388,29119412224.0,106830.6015625,34820923392.0,108599.6796875
389,29145206784.0,106595.9140625,34786590720.0,108805.328125
390,29099038720.0,106735.515625,34592681984.0,109244.90625
391,29102364672.0,106800.4921875,34685898752.0,108462.734375
392,29076191232.0,106749.6875,34653929472.0,108665.1171875
393,29044551680.0,106561.9765625,34538459136.0,109292.3125
394,29029830656.0,106803.5,34584883200.0,108864.0
395,29029511168.0,106594.8046875,34490277888.0,109582.7578125
396,29009944576.0,106789.8671875,34715037696.0,108294.6328125
397,28943009792.0,106730.890625,34719694848.0,108196.75
398,29013985280.0,106459.2421875,34462162944.0,109340.5859375
399,28971251712.0,106796.046875,34604769280.0,108276.375
400,28961957888.0,106516.203125,34499813376.0,108476.171875
401,28954058752.0,106665.4609375,34683899904.0,107911.1171875
402,28944695296.0,106362.84375,34420305920.0,108698.7265625
403,28957390848.0,106479.8125,34391576576.0,108430.7734375
404,28866160640.0,106379.828125,34306164736.0,109423.5625
405,28894302208.0,106572.453125,34399936512.0,108468.6328125
406,28874252288.0,106480.6796875,34322022400.0,108492.375
407,28932933632.0,106298.3671875,34289692672.0,108771.1484375
408,28882046976.0,106355.71875,34310004736.0,108968.140625
409,28827551744.0,106628.1015625,34247149568.0,108778.3515625
410,28873086976.0,106456.453125,34235170816.0,108580.546875
411,28820303872.0,106425.3359375,34190047232.0,108971.8515625
412,28775376896.0,106531.2421875,34318489600.0,108153.0234375
413,28802957312.0,106256.3125,34271942656.0,108331.1328125
414,28759220224.0,106356.53125,34124537856.0,108541.109375
415,28747630592.0,106469.203125,34063767552.0,108745.3984375
416,28694507520.0,106472.1875,34195951616.0,108262.3203125
417,28717660160.0,106313.1875,34199240704.0,108266.75
418,28697270272.0,106104.8671875,34041088000.0,109570.0625
419,28703518720.0,106432.8359375,34042032128.0,108837.0078125
420,28700786688.0,106373.2578125,34056593408.0,108482.484375
421,28665731072.0,106242.875,33951051776.0,108896.4609375
422,28642093056.0,106478.0625,34001584128.0,108728.7578125
423,28646608896.0,106246.5625,34051158016.0,108183.71875
424,28623177728.0,106142.4453125,33966798848.0,108635.125
425,28567533568.0,106381.9765625,34068842496.0,108192.5625
426,28555747328.0,106378.40625,34255243264.0,107679.7421875
427,28590571520.0,105980.9765625,33908336640.0,108757.4140625
428,28590295040.0,106136.9296875,33977569280.0,108128.828125
429,28572948480.0,106148.0078125,34017546240.0,108118.234375
430,28532609024.0,106276.4921875,33902548992.0,108389.6328125
431,28546453504.0,106104.28125,33843740672.0,108402.1015625
432,28508487680.0,106236.625,33893980160.0,108065.2890625
433,28496373760.0,105882.1640625,33826162688.0,108625.4453125
434,28463884288.0,106050.71875,33753841664.0,108850.109375
435,28458700800.0,106125.71875,33741148160.0,108747.875
436,28355313664.0,106323.484375,33922748416.0,107950.296875
437,28486172672.0,106038.140625,33812666368.0,108403.0703125
438,28448763904.0,106091.4609375,33842534400.0,108146.6484375
439,28438427648.0,106190.0703125,33876658176.0,107751.984375
440,28437577728.0,106031.265625,33856053248.0,107817.8203125
441,28413200384.0,106097.796875,33958041600.0,107534.640625
442,28440856576.0,105874.078125,33705037824.0,108969.921875
443,28398043136.0,106027.75,33671667712.0,108804.8359375
444,28415877120.0,106105.7890625,33714561024.0,108159.859375
445,28379367424.0,106077.9921875,33707943936.0,108107.953125
446,28369401856.0,105983.1171875,33695203328.0,108039.4609375
447,28333944832.0,105966.6484375,33680080896.0,108362.5234375
448,28362272768.0,105908.7109375,33587240960.0,108338.3203125
449,28343228416.0,106057.2578125,33666328576.0,107958.796875
450,28320333824.0,105987.9296875,33713332224.0,107650.5703125
451,28308135936.0,105842.28125,33511417856.0,108486.6015625
452,28301883392.0,106004.8203125,33527832576.0,108516.9296875
453,28275083264.0,106039.578125,33639847936.0,107759.34375
454,28212774912.0,105793.7578125,33469435904.0,109518.3125
455,28280647680.0,106260.8203125,33552439296.0,108131.203125
456,28286720000.0,105784.15625,33469069312.0,108257.1015625
457,28205418496.0,106010.265625,33666494464.0,107640.265625
458,28272087040.0,105798.71875,33460127744.0,108284.1484375
459,28201762816.0,105876.0703125,33402269696.0,108259.3515625
460,28252702720.0,105913.3359375,33399695360.0,108173.1953125
461,28156301312.0,105954.9765625,33403367424.0,108528.28125
462,28184434688.0,105986.0,33296046080.0,108603.546875
463,28160399360.0,105887.7421875,33291243520.0,109153.8203125
464,28088950784.0,105975.5625,33458866176.0,107748.5859375
465,28197777408.0,105699.296875,33347538944.0,108331.4921875
466,28169549824.0,105918.7109375,33420734464.0,107799.984375
467,28155611136.0,105878.6953125,33379852288.0,108176.8828125
468,28181166080.0,105790.625,33391042560.0,107773.046875
469,28158818304.0,105746.25,33318535168.0,108071.703125
470,28173889536.0,105712.5,33286928384.0,108461.4765625
471,28085100544.0,106068.1953125,33590857728.0,107277.7265625
472,28168808448.0,105724.7265625,33249894400.0,108314.390625
473,28096821248.0,105849.3828125,33192108032.0,108788.1953125
474,28096393216.0,106029.421875,33356726272.0,107529.4609375
475,28084267008.0,105670.125,33250797568.0,108358.6171875
476,28100106240.0,105946.5703125,33280114688.0,107839.421875
477,28084099072.0,105822.4921875,33158490112.0,108659.5546875
478,28074969088.0,105927.4453125,33246908416.0,108154.96875
479,28072185856.0,105742.171875,33221332992.0,108100.890625
480,28071526400.0,105648.4609375,33184706560.0,107887.65625
481,28074809344.0,105686.21875,33182367744.0,107931.3671875
482,28037138432.0,105831.9296875,33181460480.0,107741.71875
