,loss,mae,val_loss,val_mae
483,28046850048.0,105411.8828125,33080358912.0,109118.4609375
484,28032145408.0,105958.5390625,33104988160.0,108056.3203125
485,28012527616.0,105793.5859375,33091371008.0,108582.21875
486,28004024320.0,105721.3125,33085259776.0,108161.640625
487,28001255424.0,105698.6328125,33044103168.0,108148.6953125
488,28001052672.0,105731.6640625,33049591808.0,107859.8515625
489,28006584320.0,105648.25,33043111936.0,108038.1328125
490,27981299712.0,105726.53125,33089058816.0,107619.453125
491,27956154368.0,105674.171875,33011890176.0,108204.375
492,27993180160.0,105733.4140625,33014345728.0,107984.796875
493,27955884032.0,105738.5,33035868160.0,107891.5234375
494,27993344000.0,105524.1484375,32952164352.0,108523.484375
495,27935481856.0,105674.296875,32912240640.0,108860.4296875
496,27923937280.0,105896.234375,33107423232.0,107441.9609375
497,27939966976.0,105670.8359375,33096628224.0,107377.0625
498,27960518656.0,105519.375,32934541312.0,107964.6484375
499,27953635328.0,105594.5390625,32988717056.0,107805.3515625
500,27893207040.0,105452.3671875,32913924096.0,108093.53125
501,27899406336.0,105787.5703125,33024051200.0,107701.0078125
502,27881381888.0,105631.7109375,33147226112.0,107316.2734375
503,27924252672.0,105438.390625,32894879744.0,108514.921875
504,27889362944.0,105834.75,33063436288.0,107269.296875
505,27921559552.0,105544.1015625,32937865216.0,107894.140625
506,27900868608.0,105611.734375,32854603776.0,108523.4921875
507,27884791808.0,105769.765625,32967839744.0,107711.15625
508,27906703360.0,105549.6953125,32897560576.0,108149.5546875
509,27870052352.0,105695.9296875,32873861120.0,107741.1171875
510,27884570624.0,105561.734375,32843880448.0,107761.6640625
511,27809591296.0,105565.8828125,33245552640.0,106977.546875
512,27896750080.0,105390.1171875,32851822592.0,108132.9140625
513,27835707392.0,105659.5546875,32884168704.0,107696.1953125
514,27856979968.0,105213.8984375,32845795328.0,108770.3828125
515,27859212288.0,105753.6171875,32931719168.0,107543.3828125
516,27829415936.0,105436.7890625,32975091712.0,107629.59375
517,27849062400.0,105480.796875,32779874304.0,108436.6953125
518,27781799936.0,105651.921875,32836206592.0,107842.1875
519,27769958400.0,105779.203125,32969906176.0,107213.890625
520,27790266368.0,105503.8359375,32747894784.0,108393.75
521,27762720768.0,105591.7109375,32823578624.0,107774.2734375
522,27814387712.0,105493.1328125,32789886976.0,107675.7265625
523,27797862400.0,105454.8359375,32747206656.0,107970.265625
524,27780005888.0,105687.34375,32826103808.0,107418.3203125
525,27775111168.0,105317.4296875,32751538176.0,108582.671875
526,27803789312.0,105627.7578125,32808097792.0,107376.0546875
527,27785572352.0,105421.5390625,32725383168.0,108430.78125
528,27769569280.0,105668.7109375,32727097344.0,107621.9140625
529,27722393600.0,105363.078125,32693522432.0,108004.90625
530,27747919872.0,105438.6953125,32709126144.0,107858.765625
531,27731650560.0,105549.7890625,32832286720.0,107564.7109375
532,27726692352.0,105437.1796875,32896016384.0,107161.71875
533,27745894400.0,105229.484375,32738750464.0,107730.828125
534,27718656000.0,105437.8046875,32862072832.0,107398.796875
535,27756091392.0,105424.15625,32702937088.0,107737.5859375
536,27715004416.0,105574.2265625,32693917696.0,108061.7890625
537,27721912320.0,105507.9140625,32708696064.0,107952.0546875
538,27681708032.0,105464.0390625,32732610560.0,107462.0546875
539,27731410944.0,105403.96875,32682409984.0,107640.265625
540,27710984192.0,105469.7265625,32593211392.0,108196.6171875
541,27662112768.0,105508.5390625,32591443968.0,108459.59375
542,27671568384.0,105285.5625,32658864128.0,108581.8359375
543,27696107520.0,105586.0546875,32709337088.0,107589.171875
544,27683641344.0,105310.890625,32689274880.0,107733.9296875
545,27642785792.0,105421.8203125,32583688192.0,107873.34375
546,27588515840.0,105511.5078125,32625846272.0,107285.4375
547,27668127744.0,105141.265625,32556167168.0,108364.234375
548,27680890880.0,105487.671875,32587218944.0,107989.0078125
549,27653353472.0,105555.2578125,32623171584.0,107550.140625
550,27618639872.0,105369.9140625,32613210112.0,107696.90625
551,27639377920.0,105430.7265625,32559609856.0,107776.65625
552,27625893888.0,105492.8203125,32621021184.0,107352.375
553,27631065088.0,105272.0859375,32544071680.0,107655.3125
554,27620495360.0,105360.375,32531159040.0,107375.6796875
555,27583600640.0,105214.1953125,32533329920.0,107555.53125
556,27560230912.0,105347.4453125,32799793152.0,106783.875
557,27638259712.0,105111.890625,32674363392.0,107372.8984375
558,27598325760.0,105300.7578125,32471640064.0,107730.25
559,27574259712.0,105132.890625,32423462912.0,107821.25
560,27559983104.0,105344.8203125,32543557632.0,107246.21875
561,27553015808.0,105280.5625,32442257408.0,107936.7265625
562,27553515520.0,105252.5859375,32433580032.0,107821.5390625
563,27569176576.0,105042.40625,32430057472.0,108275.40625
564,27551432704.0,105231.515625,32455624704.0,107819.5546875
565,27541301248.0,105308.8359375,32538275840.0,107193.9765625
566,27513661440.0,105217.9296875,32507211776.0,107400.28125
567,27501848576.0,105306.109375,32572078080.0,107025.7109375
568,27509891072.0,105090.9453125,32440596480.0,107740.2265625
569,27537653760.0,105109.421875,32483096576.0,107447.09375
570,27504046080.0,105042.375,32472358912.0,107994.203125
571,27524591616.0,105242.8671875,32438882304.0,107533.7890625
572,27466772480.0,105179.8671875,32523794432.0,107687.84375
573,27503192064.0,105050.2734375,32403128320.0,108000.578125
574,27407257600.0,105180.7734375,32700319744.0,106987.3828125
575,27433623552.0,105203.40625,32470384640.0,107208.8046875
576,27461474304.0,105172.09375,32542806016.0,107140.65625
577,27478013952.0,105107.34375,32495349760.0,107086.5703125
578,27483496448.0,105005.96875,32385519616.0,107324.375
579,27469856768.0,105124.703125,32409681920.0,107057.0234375
580,27423920128.0,105056.3515625,32437565440.0,107031.59375
581,27441008640.0,104862.109375,32527427584.0,106940.78125
582,27485900800.0,104865.546875,32318101504.0,107587.9921875
583,27450738688.0,104991.4453125,32387842048.0,106975.046875
584,27423363072.0,104774.03125,32403369984.0,107156.0234375
585,27407134720.0,104936.953125,32488515584.0,107119.9765625
586,27421093888.0,105027.5,32389560320.0,106960.71875
587,27400650752.0,104915.21875,32409675776.0,107255.984375
588,27375681536.0,104783.421875,32313485312.0,108567.359375
589,27410487296.0,105061.9765625,32334077952.0,107129.2890625
590,27382818816.0,105033.65625,32427014144.0,106972.515625
591,27395018752.0,104866.3359375,32253636608.0,107606.015625
592,27395872768.0,104920.1015625,32243060736.0,107728.6875
593,27381776384.0,104848.1328125,32233777152.0,107633.5390625
594,27389753344.0,104943.703125,32238209024.0,107561.9453125
595,27375738880.0,104904.0703125,32221194240.0,107357.6640625
596,27370915840.0,104907.8828125,32292712448.0,106981.1015625
597,27324889088.0,104791.5078125,32273235968.0,106840.9375
598,27332503552.0,104702.1171875,32149549056.0,107735.5625
599,27331796992.0,104830.125,32150185984.0,107568.578125
600,27335888896.0,104798.703125,32192075776.0,107341.0625
601,27306145792.0,104762.7734375,32114194432.0,107595.3515625
602,27289241600.0,104903.3125,32266655744.0,106600.5859375
603,27294619648.0,104754.0,32259405824.0,106717.21875
604,27263639552.0,104767.0234375,32239949824.0,106780.546875
605,27292905472.0,104656.9375,32110528512.0,107454.65625
606,27270928384.0,104773.6953125,32096673792.0,107008.125
607,27237328896.0,104438.671875,32126066688.0,108402.40625
608,27232497664.0,104729.890625,32106756096.0,108395.0234375
609,27258861568.0,104856.8359375,32119369728.0,107060.890625
610,27205855232.0,104714.2890625,32185171968.0,106628.515625
611,27212349440.0,104538.609375,32062330880.0,107190.6484375
612,27216373760.0,104592.1328125,32168357888.0,106615.4453125
613,27233486848.0,104560.125,32109041664.0,106745.1953125
614,27243569152.0,104445.7734375,32075476992.0,107623.7578125
615,27223920640.0,104588.09375,32061319168.0,107109.265625
616,27179612160.0,104594.984375,32357093376.0,106141.4921875
617,27239266304.0,104458.15625,32078446592.0,106896.171875
618,27193874432.0,104443.6640625,32058501120.0,107290.0546875
619,27196131328.0,104530.859375,32058830848.0,107132.9765625
620,27145111552.0,104435.0546875,32057911296.0,107076.5703125
621,27166451712.0,104347.7890625,32044197888.0,107009.7265625
622,27134578688.0,104514.7734375,32194605056.0,106490.5546875
623,27175030784.0,104357.1796875,32039983104.0,106662.4765625
624,27130028032.0,104435.3984375,31987140608.0,106846.9140625
625,27129600000.0,104485.9765625,32047747072.0,106445.34375
626,27094202368.0,104248.7109375,32149854208.0,106653.8046875
627,27131119616.0,104387.78125,32022616064.0,106769.7109375
628,27110369280.0,104396.796875,31927836672.0,107278.0
629,27052439552.0,104363.1796875,32055472128.0,106726.953125
630,27076493312.0,104390.4609375,32113115136.0,106413.46875
631,27092180992.0,104214.5703125,31939303424.0,106621.296875
632,27063502848.0,104250.34375,31930777600.0,107006.671875
633,27050979328.0,104229.5703125,31905433600.0,106685.6171875
634,27039703040.0,104193.4375,31873509376.0,106773.5234375
635,27004817408.0,104201.21875,31947745280.0,106219.4375
636,27014979584.0,104176.21875,31908198400.0,106213.265625
637,26928840704.0,103912.125,31861348352.0,108420.015625
638,26980255744.0,104452.2265625,31783159808.0,106577.0234375
639,27009632256.0,104157.6953125,31927083008.0,106343.09375
640,26952151040.0,103926.8671875,31793186816.0,106843.5859375
641,26921760768.0,104114.546875,31740606464.0,106987.9140625
642,26915735552.0,103981.296875,31772674048.0,106618.0859375
643,26901477376.0,104027.6796875,31732738048.0,106706.5625
644,26882580480.0,103968.9765625,31740610560.0,106660.0546875
645,26853189632.0,104143.046875,31890896896.0,106024.3046875
646,26883889152.0,103834.6171875,31681302528.0,106588.3125
647,26857172992.0,103879.40625,31697371136.0,106553.9296875
648,26836326400.0,103865.9296875,31708508160.0,106242.53125
649,26813050880.0,103798.453125,31775447040.0,105907.4375
650,26759968768.0,103695.375,31636330496.0,106169.59375
651,26754240512.0,103800.6875,31589599232.0,106567.234375
652,26742226944.0,103754.8515625,31666833408.0,105797.0859375
653,26722023424.0,103497.125,31740962816.0,105595.375
654,26668232704.0,103562.71875,31588179968.0,105937.3984375
655,26705592320.0,103607.796875,31516704768.0,106345.671875
656,26652958720.0,103598.8125,31624589312.0,105582.7421875
657,26637924352.0,103506.7265625,31458752512.0,106294.8984375
658,26607534080.0,103362.1484375,31402139648.0,106866.0546875
659,26573293568.0,103609.53125,31364306944.0,105967.1640625
660,26554687488.0,103396.578125,31427794944.0,105554.953125
661,26551365632.0,103311.6953125,31450464256.0,105319.328125
662,26531178496.0,103149.578125,31289970688.0,105973.1171875
663,26468294656.0,103242.09375,31245574144.0,105788.296875
664,26493896704.0,103115.90625,31240935424.0,105677.21875
665,26480685056.0,103220.859375,31202127872.0,105808.4453125
666,26414921728.0,103057.078125,31210110976.0,106076.1328125
667,26425849856.0,102994.171875,31254282240.0,105687.0703125
668,26386644992.0,102780.125,31203981312.0,106098.5234375
669,26381207552.0,102908.9921875,31148247040.0,105644.90625
670,26358663168.0,102908.0,31369269248.0,104818.9296875
671,26364639232.0,102713.46875,31147431936.0,106001.21875
672,26309060608.0,102951.078125,31290843136.0,104829.9296875
673,26313295872.0,102634.609375,31101751296.0,105771.1171875
674,26210467840.0,102875.890625,31369994240.0,104673.6796875
675,26277961728.0,102559.734375,31169896448.0,105561.34375
676,26274727936.0,102615.671875,31093426176.0,105774.390625
677,26254305280.0,102613.7265625,31080859648.0,105793.2421875
678,26213928960.0,102622.2890625,31175114752.0,105051.875
679,26219528192.0,102490.6171875,31142885376.0,105726.140625
680,26204092416.0,102679.921875,31226126336.0,104821.859375
681,26178002944.0,102385.234375,31190194176.0,105225.015625
682,26199390208.0,102503.9140625,31125477376.0,105270.984375
683,26155927552.0,102517.359375,31032389632.0,105244.59375
684,26143518720.0,102252.9296875,30971213824.0,105993.921875
685,26139518976.0,102600.0078125,31036694528.0,105168.9765625
686,26107863040.0,102353.875,31085516800.0,104924.5703125
687,26042941440.0,102387.3359375,31283322880.0,104393.5859375
688,26068832256.0,102159.9140625,31060901888.0,105156.265625
689,26108325888.0,102298.828125,30931308544.0,105276.6875
690,26061236224.0,102280.2265625,30907394048.0,105454.21875
691,26055755776.0,102255.2109375,30932545536.0,106274.140625
692,26062925824.0,102329.6953125,30890897408.0,105636.4453125
693,26044995584.0,102282.859375,30961721344.0,105184.2265625
694,26046375936.0,102183.546875,30907162624.0,105302.5625
695,26026704896.0,102224.921875,30938085376.0,104847.828125
696,26021918720.0,102163.9453125,30860869632.0,105030.265625
697,26015070208.0,102010.6015625,30897956864.0,105044.3046875
698,26001436672.0,102071.8984375,30927814656.0,104687.7734375
699,25938126848.0,101868.953125,30802538496.0,106230.7421875
700,25972211712.0,102313.9921875,30779664384.0,105084.2890625
701,25978177536.0,102031.7265625,30764740608.0,105406.1640625
702,25904105472.0,101956.8046875,30782801920.0,105071.7421875
703,25909903360.0,102000.515625,30832214016.0,105506.25
704,25958653952.0,102145.71875,30772183040.0,105274.3515625
705,25909972992.0,102069.65625,30852190208.0,105101.8828125
706,25924485120.0,102046.7421875,30768457728.0,105452.0234375
707,25925992448.0,102074.3203125,30727407616.0,105782.109375
708,25926529024.0,102052.6953125,30708656128.0,105008.2578125
709,25879398400.0,101825.0234375,30695741440.0,105642.390625
710,25847781376.0,102043.4765625,30817859584.0,104785.0234375
711,25916776448.0,101838.265625,30719023104.0,105198.0703125
712,25890048000.0,101937.234375,30760437760.0,105230.578125
713,25867558912.0,102101.546875,30882549760.0,104326.78125
714,25884401664.0,101888.6796875,30720516096.0,104830.0390625
715,25850542080.0,101802.3984375,30658932736.0,105183.234375
716,25815093248.0,101847.7578125,30959124480.0,104097.9296875
717,25873735680.0,101595.1171875,30696167424.0,104779.359375
718,25834364928.0,101869.5625,30706851840.0,104580.765625
719,25811589120.0,101837.5,30745825280.0,104249.25
720,25835685888.0,101571.3671875,30680528896.0,104743.84375
721,25816162304.0,101724.5078125,30626686976.0,104881.9296875
722,25820272640.0,101838.5390625,30606202880.0,105111.1484375
723,25815482368.0,101771.125,30572476416.0,104807.796875
724,25798842368.0,101680.8359375,30644183040.0,104712.6640625
725,25792798720.0,101632.7265625,30582784000.0,105146.6015625
726,25780396032.0,101866.234375,30607177728.0,104634.25
727,25775204352.0,101740.015625,30640005120.0,104585.1484375
728,25800724480.0,101644.09375,30626019328.0,104396.1875
729,25774245888.0,101642.578125,30616420352.0,104612.25
730,25699833856.0,101750.609375,30775951360.0,104103.71875
731,25722593280.0,101511.9765625,30481788928.0,105067.9140625
732,25698566144.0,101778.921875,30738470912.0,103870.9296875
733,25738094592.0,101352.828125,30550222848.0,105121.9765625
734,25689759744.0,101798.5703125,30871812096.0,103650.3515625
735,25766682624.0,101479.0703125,30564020224.0,104573.8515625
736,25708609536.0,101545.3046875,30546407424.0,104609.0859375
737,25693474816.0,101670.234375,30681944064.0,104160.2421875
738,25725478912.0,101514.375,30628296704.0,104249.0234375
739,25735079936.0,101470.421875,30544236544.0,105164.4453125
740,25718740992.0,101665.3203125,30611779584.0,104342.515625
741,25701761024.0,101495.1875,30593173504.0,104635.765625
742,25695864832.0,101487.75,30544633856.0,105004.859375
743,25695696896.0,101630.4140625,30496401408.0,104456.1875
744,25690630144.0,101493.234375,30621011968.0,104064.3359375
745,25669435392.0,101553.1875,30685075456.0,103684.5625
746,25687992320.0,101458.6328125,30531121152.0,103871.5546875
747,25679073280.0,101356.21875,30521350144.0,103952.796875
748,25666465792.0,101274.7109375,30414385152.0,104581.6875
749,25659451392.0,101350.9921875,30413234176.0,104490.1328125
750,25654413312.0,101463.734375,30492821504.0,103958.8984375
751,25611972608.0,101391.1953125,30866671616.0,103331.84375
752,25678368768.0,101146.0234375,30407641088.0,104420.15625
753,25631744000.0,101477.9921875,30433275904.0,104248.9765625
754,25659068416.0,101294.765625,30440083456.0,104213.5859375
755,25641900032.0,101235.1484375,30412361728.0,104743.6640625
756,25627701248.0,101531.203125,30555648000.0,103776.8515625
757,25628323840.0,101330.609375,30664849408.0,103510.9921875
758,25623773184.0,101075.03125,30443094016.0,105167.484375
759,25632061440.0,101415.296875,30442778624.0,104441.03125
760,25614882816.0,101251.8046875,30504757248.0,103853.9921875
761,25623144448.0,101214.9453125,30509068288.0,103908.546875
762,25630808064.0,101272.1328125,30482282496.0,103823.828125
763,25604456448.0,101163.453125,30466492416.0,103968.015625
764,25595164672.0,101262.3828125,30494052352.0,103721.375
765,25594310656.0,100985.09375,30365663232.0,104559.515625
766,25617866752.0,101414.265625,30393980928.0,104052.2734375
767,25590335488.0,101216.8828125,30447613952.0,103721.390625
768,25590243328.0,101092.7734375,30404046848.0,104178.65625
769,25569779712.0,101269.4765625,30693206016.0,103094.15625
770,25597761536.0,101095.734375,30582425600.0,103322.9296875
771,25578911744.0,100957.3984375,30331760640.0,104689.515625
772,25557426176.0,101540.8671875,30440044544.0,103581.1484375
773,25540993024.0,101081.6953125,30424356864.0,104109.40625
774,25570557952.0,101261.6640625,30360475648.0,103726.515625
775,25511151616.0,101200.0703125,30431035392.0,103487.046875
776,25539821568.0,100991.6796875,30246733824.0,104201.0390625
777,25540612096.0,101135.15625,30312167424.0,104163.1796875
778,25528244224.0,101030.609375,30413228032.0,104506.046875
779,25542289408.0,101201.78125,30341836800.0,104059.203125
780,25531873280.0,101143.796875,30383532032.0,103590.0703125
781,25531201536.0,100915.046875,30276012032.0,104036.796875
782,25530693632.0,101204.296875,30359318528.0,103520.65625
783,25512966144.0,100979.6796875,30487791616.0,103545.9609375
784,25533093888.0,101008.1640625,30232358912.0,104243.3515625
785,25489489920.0,101228.5546875,30370193408.0,103213.4296875
786,25522675712.0,100847.8359375,30211803136.0,104305.21875
787,25462087680.0,101163.859375,30313881600.0,103663.390625
788,25490079744.0,101024.4609375,30267848704.0,103598.671875
789,25505435648.0,100990.6484375,30242844672.0,103661.046875
790,25506377728.0,100951.84375,30211540992.0,103463.1328125
791,25514930176.0,100944.3828125,30178406400.0,103857.2109375
792,25474732032.0,100965.7265625,30214219776.0,103598.046875
793,25507459072.0,100904.859375,30261172224.0,103553.0078125
794,25493055488.0,100929.0703125,30244663296.0,103585.9296875
795,25506760704.0,100929.3671875,30205595648.0,103657.015625
796,25473409024.0,100833.8984375,30161102848.0,104410.28125
797,25482575872.0,101056.8125,30256826368.0,103508.8828125
798,25488732160.0,100847.5234375,30149867520.0,104118.25
799,25488576512.0,100933.875,30139475968.0,103869.859375
800,25495097344.0,100896.7734375,30153486336.0,104091.0625
801,25483593728.0,100944.0625,30098794496.0,104112.828125
802,25439817728.0,100970.671875,30090192896.0,103776.015625
803,25475346432.0,100835.6640625,30155180032.0,103376.3828125
804,25441841152.0,100744.9765625,30051467264.0,103757.359375
805,25477621760.0,100896.0390625,30128332800.0,103810.8203125
806,25435144192.0,100865.25,30093848576.0,103616.9296875
807,25461612544.0,100679.0,30205589504.0,103414.109375
808,25442977792.0,100847.40625,30245814272.0,103258.25
809,25426153472.0,100823.953125,30399242240.0,103011.9375
810,25474453504.0,100780.859375,30193543168.0,103388.8671875
811,25439703040.0,100836.8359375,30245306368.0,103099.015625
812,25458313216.0,100716.359375,30029502464.0,103563.4453125
813,25402828800.0,100762.8984375,30058557440.0,103957.3203125
814,25419538432.0,100819.7890625,30030516224.0,104716.4453125
815,25438578688.0,101077.671875,30013200384.0,103932.828125
816,25435152384.0,100870.9921875,30099261440.0,103392.546875
817,25367017472.0,100763.0078125,30332774400.0,103130.96875
818,25439217664.0,100803.6328125,30189879296.0,102905.9296875
819,25417738240.0,100680.703125,29977862144.0,103867.7109375
820,25418629120.0,100859.8359375,29997463552.0,103719.7265625
821,25397647360.0,100909.609375,30113867776.0,103195.03125
822,25416722432.0,100669.34375,29969559552.0,103520.359375
823,25406918656.0,100723.8046875,29980338176.0,103676.390625
824,25402441728.0,100837.0234375,30098704384.0,103172.4296875
825,25367951360.0,100753.421875,30322642944.0,102550.6171875
826,25416931328.0,100573.3046875,30006691840.0,103482.59375
827,25423446016.0,100668.3046875,30011238400.0,103352.890625
828,25411919872.0,100630.9140625,30005876736.0,103517.578125
829,25405990912.0,100748.5078125,29981261824.0,103646.1953125
830,25399361536.0,100742.9765625,29974589440.0,103512.3984375
831,25402316800.0,100731.6484375,29966561280.0,103491.09375
832,25394798592.0,100695.578125,29990891520.0,103325.1328125
833,25391650816.0,100666.3359375,30086006784.0,103005.75
834,25396011008.0,100476.46875,29990371328.0,103522.9609375
835,25365424128.0,100731.46875,30228596736.0,102791.7421875
836,25337047040.0,100512.3671875,29947152384.0,103757.65625
837,25375125504.0,100674.2734375,30025428992.0,103200.15625
838,25336201216.0,100611.03125,30066968576.0,102967.484375
839,25359861760.0,100656.359375,30084534272.0,103599.1015625
840,25367816192.0,100612.34375,29970311168.0,104223.1875
841,25353330688.0,100705.1171875,30097442816.0,102950.7109375
842,25382950912.0,100606.96875,29970440192.0,103106.9375
843,25355601920.0,100587.203125,29938937856.0,103453.796875
844,25360955392.0,100671.2265625,29883826176.0,103860.9140625
845,25369686016.0,100648.859375,29953353728.0,103492.0390625
846,25339277312.0,100722.046875,29963212800.0,103141.78125
847,25324605440.0,100449.7265625,29901639680.0,103971.9609375
848,25372700672.0,100630.546875,29943521280.0,103340.96875
849,25334925312.0,100639.046875,29960177664.0,103429.484375
850,25349318656.0,100664.7734375,30052167680.0,103084.0390625
851,25376526336.0,100569.4921875,30021509120.0,102804.5625
852,25338636288.0,100474.71875,29935720448.0,103696.40625
853,25367410688.0,100542.6953125,29909671936.0,103356.1484375
854,25293131776.0,100551.3828125,29983320064.0,103377.1484375
855,25341995008.0,100552.234375,29882611712.0,103606.734375
856,25338626048.0,100668.9140625,29891491840.0,103267.1796875
857,25320173568.0,100550.6484375,29876801536.0,103227.0625
858,25330751488.0,100595.25,30007382016.0,102585.109375
859,25343559680.0,100452.7265625,30032111616.0,102642.5546875
860,25344212992.0,100353.8046875,29879212032.0,103770.5546875
861,25332408320.0,100652.84375,29885329408.0,103007.734375
862,25308624896.0,100547.6015625,29984002048.0,102796.828125
863,25348415488.0,100486.0078125,29858619392.0,103050.1484375
864,25286928384.0,100629.5703125,30143684608.0,102480.125
865,25350481920.0,100353.6015625,29833748480.0,103378.421875
866,25311117312.0,100458.5234375,29955418112.0,103803.859375
867,25322883072.0,100687.8515625,29917014016.0,103042.8125
868,25320620032.0,100619.125,29843892224.0,102999.3046875
869,25315366912.0,100523.234375,29878044672.0,103073.0078125
870,25314998272.0,100388.6640625,29788583936.0,103490.8515625
871,25316468736.0,100707.5546875,29868500992.0,102918.71875
872,25310056448.0,100467.8984375,29841825792.0,103121.09375
873,25337511936.0,100460.71875,29852848128.0,103514.9140625
874,25281822720.0,100530.90625,30002393088.0,102761.4453125
875,25314574336.0,100402.1484375,29789929472.0,103410.9765625
876,25283778560.0,100539.71875,29809186816.0,103431.9453125
877,25270677504.0,100674.0078125,30030274560.0,102536.265625
878,25257168896.0,100274.296875,29738371072.0,103756.0546875
879,25324752896.0,100471.6171875,29794242560.0,102877.4375
880,25275062272.0,100434.1328125,29807736832.0,103325.15625
881,25306378240.0,100463.609375,29741703168.0,103117.4375
882,25258301440.0,100428.046875,29906128896.0,102805.4140625
883,25331007488.0,100526.8359375,29973821440.0,102542.390625
884,25298919424.0,100343.96875,29701349376.0,103541.6015625
885,25270020096.0,100637.6484375,29936455680.0,102555.640625
886,25279569920.0,100421.2578125,29768304640.0,102812.890625
887,25308385280.0,100411.1171875,29693523968.0,103492.828125
888,25283479552.0,100574.921875,29713725440.0,103151.6953125
889,25263773696.0,100368.265625,29702483968.0,103753.1875
890,25279758336.0,100628.7578125,29891905536.0,102724.4921875
891,25249216512.0,100407.21875,29862733824.0,103016.71875
892,25298139136.0,100429.1953125,29815095296.0,102999.484375
893,25287698432.0,100427.609375,29735985152.0,103414.3515625
894,25234888704.0,100539.4296875,29868904448.0,102791.3125
895,25315444736.0,100501.2890625,29886580736.0,102562.109375
896,25297164288.0,100355.0390625,29772736512.0,103232.65625
897,25277706240.0,100498.6640625,29797722112.0,102947.3515625
898,25282308096.0,100455.3046875,29711441920.0,103241.1484375
899,25258821632.0,100338.0546875,29681287168.0,103828.1484375
900,25255866368.0,100542.8203125,29674485760.0,103435.8515625
901,25197946880.0,100567.609375,29981380608.0,102414.09375
902,25295491072.0,100399.5234375,29799710720.0,102566.3515625
903,25289240576.0,100363.1875,29938642944.0,102436.84375
904,25277874176.0,100337.9296875,29761402880.0,102724.0390625
905,25244889088.0,100406.9921875,29707446272.0,103584.5859375
906,25263355904.0,100468.6484375,29680267264.0,103857.0390625
907,25293846528.0,100350.15625,29714935808.0,102901.875
908,25256531968.0,100379.5859375,29976606720.0,102637.5078125
909,25250879488.0,100374.078125,29803352064.0,102444.484375
910,25256605696.0,100402.984375,29846616064.0,102534.4140625
911,25263779840.0,100305.8203125,29808236544.0,102717.453125
912,25269903360.0,100327.4453125,29774190592.0,103036.4140625
913,25262223360.0,100419.0,29846372352.0,102448.25
914,25285451776.0,100222.8359375,29764683776.0,102639.3515625
915,25236635648.0,100301.2265625,29666822144.0,103245.8828125
916,25253117952.0,100519.4609375,29651759104.0,103240.0
917,25240418304.0,100494.53125,29689806848.0,102521.1875
918,25246177280.0,100342.59375,29567920128.0,103044.1171875
919,25241325568.0,100443.8828125,29693663232.0,102650.125
920,25221933056.0,100337.1875,29748396032.0,102515.984375
921,25235296256.0,100241.046875,29647915008.0,103037.8515625
922,25219393536.0,100425.5625,29787924480.0,102504.9140625
923,25287757824.0,100285.25,29583134720.0,103444.6171875
924,25195044864.0,100433.953125,29733246976.0,102855.484375
925,25242488832.0,100238.234375,29623779328.0,103119.875
926,25239820288.0,100387.046875,29577768960.0,103164.46875
927,25224998912.0,100457.859375,29536761856.0,103152.0234375
928,25208385536.0,100285.15625,29553655808.0,103531.2734375
929,25217529856.0,100524.8671875,29649534976.0,102770.4609375
930,25230479360.0,100262.8671875,29610903552.0,102878.0703125
931,25200941056.0,100361.828125,29610741760.0,102927.6953125
932,25219055616.0,100304.21875,29627406336.0,103051.6953125
933,25222201344.0,100352.1640625,29644853248.0,102724.6171875
934,25200326656.0,100330.671875,29713137664.0,102571.9609375
935,25232549888.0,100295.8671875,29718169600.0,102732.6953125
936,25204828160.0,100317.2109375,29757923328.0,102571.296875
937,25221545984.0,100277.96875,29611266048.0,103369.75
938,25215221760.0,100361.15625,29546989568.0,102909.78125
939,25228417024.0,100214.046875,29604491264.0,103674.15625
940,25216698368.0,100499.5703125,29686704128.0,102504.4765625
941,25165414400.0,100180.2890625,29542379520.0,103352.8671875
942,25205006336.0,100458.6484375,29707331584.0,102429.5703125
943,25170022400.0,100180.296875,29532153856.0,103881.4921875
944,25224040448.0,100475.3125,29542660096.0,103189.1875
945,25199370240.0,100459.0625,29559347200.0,102987.984375
946,25215485952.0,100218.0,29556430848.0,102941.1875
947,25186803712.0,100401.75,29768552448.0,102407.234375
948,25208457216.0,100178.484375,29528057856.0,102994.4921875
949,25182558208.0,100252.953125,29524480000.0,103629.3984375
950,25197879296.0,100507.734375,29550548992.0,102869.2109375
951,25181468672.0,100256.1328125,29530159104.0,103095.8984375
952,25177255936.0,100346.625,29614792704.0,102933.6796875
953,25194475520.0,100234.03125,29605267456.0,102775.96875
954,25178066944.0,100266.1796875,29678526464.0,102774.03125
955,25179406336.0,100212.15625,29529044992.0,103072.4609375
956,25174648832.0,100312.828125,29656115200.0,102421.125
957,25189890048.0,100166.21875,29516314624.0,102877.46875
958,25189971968.0,100166.3125,29517494272.0,103196.6171875
959,25174872064.0,100351.1953125,29510123520.0,102891.90625
960,25203826688.0,100246.828125,29470353408.0,103132.390625
961,25159018496.0,100375.90625,29600649216.0,102447.0625
962,25179787264.0,100203.984375,29679677440.0,102232.609375
963,25193172992.0,100171.078125,29500889088.0,102612.7265625
964,25139406848.0,100197.7890625,29590982656.0,102626.640625
965,25120919552.0,100303.453125,29756547072.0,102322.296875
966,25186281472.0,100265.9296875,29559808000.0,102357.390625
