,loss,accuracy,val_loss,val_accuracy
0,0.5374093651771545,0.7232363820075989,0.3927944600582123,0.8348000049591064
1,0.38592058420181274,0.8327090740203857,0.3458588123321533,0.8543999791145325
2,0.35755592584609985,0.8461272716522217,0.32687366008758545,0.8644000291824341
3,0.34426605701446533,0.852327287197113,0.3169441819190979,0.8690000176429749
4,0.3363209068775177,0.8563091158866882,0.3106691241264343,0.873199999332428
5,0.33097556233406067,0.8592908978462219,0.3061976432800293,0.8751999735832214
6,0.3269416093826294,0.860836386680603,0.30279529094696045,0.8759999871253967
7,0.3237714469432831,0.8624363541603088,0.3001400828361511,0.8781999945640564
8,0.320979505777359,0.8637818098068237,0.2986547350883484,0.8791999816894531
9,0.3187429904937744,0.8650000095367432,0.2958875596523285,0.8805999755859375
