,loss,accuracy,val_loss,val_accuracy
0,0.533852219581604,0.7924285531044006,0.5414084196090698,0.7850000262260437
1,0.5132471323013306,0.7961428761482239,0.5268000960350037,0.7829999923706055
2,0.5002878904342651,0.7972857356071472,0.5161178112030029,0.7839999794960022
3,0.49089038372039795,0.7977142930030823,0.5077770352363586,0.7839999794960022
4,0.4836523234844208,0.7977142930030823,0.5008383393287659,0.7839999794960022
5,0.4777180254459381,0.7977142930030823,0.49483293294906616,0.7839999794960022
6,0.4727122485637665,0.7977142930030823,0.4896461069583893,0.7839999794960022
7,0.46839284896850586,0.7977142930030823,0.48496460914611816,0.7839999794960022
8,0.4645804762840271,0.7977142930030823,0.4807940721511841,0.7839999794960022
9,0.46124541759490967,0.7977142930030823,0.47722870111465454,0.7839999794960022
10,0.45837345719337463,0.7977142930030823,0.47401347756385803,0.7839999794960022
11,0.4558652937412262,0.7977142930030823,0.47111499309539795,0.7839999794960022
12,0.45368218421936035,0.7977142930030823,0.46858078241348267,0.7839999794960022
13,0.4517636001110077,0.7977142930030823,0.4662906229496002,0.7839999794960022
14,0.45005661249160767,0.7977142930030823,0.4642159044742584,0.7839999794960022
15,0.44851231575012207,0.7977142930030823,0.46234017610549927,0.7839999794960022
16,0.44714847207069397,0.7977142930030823,0.460663765668869,0.7839999794960022
17,0.44590502977371216,0.7977142930030823,0.45912304520606995,0.7839999794960022
18,0.44479939341545105,0.7977142930030823,0.4577917754650116,0.7839999794960022
19,0.4437965750694275,0.7977142930030823,0.45663708448410034,0.7839999794960022
20,0.44288507103919983,0.7977142930030823,0.4555880129337311,0.7839999794960022
21,0.44203877449035645,0.7977142930030823,0.45463231205940247,0.7839999794960022
22,0.44128888845443726,0.7977142930030823,0.4538141191005707,0.7839999794960022
23,0.4405544102191925,0.7977142930030823,0.45303210616111755,0.7839999794960022
24,0.4398655891418457,0.7977142930030823,0.45227959752082825,0.7839999794960022
25,0.4392326772212982,0.7977142930030823,0.4515673518180847,0.7839999794960022
26,0.43863317370414734,0.7977142930030823,0.4508873224258423,0.7839999794960022
27,0.4380543828010559,0.7977142930030823,0.4502769410610199,0.7839999794960022
28,0.43751078844070435,0.7977142930030823,0.4497252404689789,0.7839999794960022
29,0.4370104670524597,0.7977142930030823,0.4492649435997009,0.7839999794960022
30,0.4365306794643402,0.7977142930030823,0.4488274157047272,0.7839999794960022
31,0.43606308102607727,0.7977142930030823,0.4484146237373352,0.7839999794960022
32,0.43560996651649475,0.7977142930030823,0.44801443815231323,0.7839999794960022
33,0.43517377972602844,0.7977142930030823,0.44757047295570374,0.7839999794960022
34,0.4347660541534424,0.7977142930030823,0.44713807106018066,0.7839999794960022
35,0.4343242049217224,0.7977142930030823,0.4467349648475647,0.7839999794960022
36,0.43393564224243164,0.7977142930030823,0.44635534286499023,0.7839999794960022
37,0.4335530400276184,0.7977142930030823,0.44600021839141846,0.7839999794960022
38,0.4331808388233185,0.7977142930030823,0.4456630051136017,0.7839999794960022
39,0.4328038990497589,0.7977142930030823,0.44537782669067383,0.7839999794960022
40,0.43244391679763794,0.7977142930030823,0.44501399993896484,0.7839999794960022
41,0.43207696080207825,0.7977142930030823,0.44469064474105835,0.7839999794960022
42,0.4317081570625305,0.7977142930030823,0.44439923763275146,0.7839999794960022
43,0.4314033091068268,0.7977142930030823,0.4441891610622406,0.7839999794960022
44,0.4310770332813263,0.7977142930030823,0.4439275860786438,0.7839999794960022
45,0.43075525760650635,0.7977142930030823,0.4436942934989929,0.7839999794960022
46,0.43047189712524414,0.7977142930030823,0.44348418712615967,0.7829999923706055
47,0.4301699101924896,0.7977142930030823,0.44328033924102783,0.7829999923706055
48,0.42986422777175903,0.7977142930030823,0.44304922223091125,0.7829999923706055
49,0.42956802248954773,0.7979999780654907,0.4428635239601135,0.7829999923706055
50,0.4292698800563812,0.798285722732544,0.44265228509902954,0.7839999794960022
51,0.42901116609573364,0.7984285950660706,0.44241616129875183,0.7839999794960022
52,0.4287395775318146,0.798714280128479,0.44219115376472473,0.7850000262260437
53,0.4284903109073639,0.7991428375244141,0.44199952483177185,0.7860000133514404
54,0.4282453954219818,0.7998571395874023,0.44178682565689087,0.7889999747276306
55,0.42801666259765625,0.8008571267127991,0.44161340594291687,0.7879999876022339
56,0.4277610182762146,0.8007143139839172,0.44141802191734314,0.7879999876022339
57,0.4275335967540741,0.800428569316864,0.44118350744247437,0.7910000085830688
58,0.4272984564304352,0.8008571267127991,0.44098663330078125,0.7919999957084656
59,0.4270780682563782,0.802142858505249,0.44075384736061096,0.7919999957084656
60,0.42684581875801086,0.8035714030265808,0.44052666425704956,0.7919999957084656
61,0.42665231227874756,0.8041428327560425,0.4403376877307892,0.7929999828338623
62,0.42640289664268494,0.8042857050895691,0.44017574191093445,0.7940000295639038
63,0.4261748194694519,0.8040000200271606,0.43996283411979675,0.7940000295639038
64,0.4259621500968933,0.803857147693634,0.43975743651390076,0.7940000295639038
65,0.42578795552253723,0.8042857050895691,0.4395354092121124,0.7950000166893005
66,0.42558300495147705,0.8045714497566223,0.4393061101436615,0.7960000038146973
67,0.42539581656455994,0.8040000200271606,0.4390636682510376,0.7960000038146973
68,0.42519304156303406,0.8044285774230957,0.43884164094924927,0.7950000166893005
69,0.4250081181526184,0.8042857050895691,0.4385959208011627,0.7929999828338623
70,0.42480894923210144,0.805571436882019,0.43838179111480713,0.7960000038146973
71,0.42462143301963806,0.8058571219444275,0.438198983669281,0.7960000038146973
72,0.4244273900985718,0.8064285516738892,0.4380021095275879,0.796999990940094
73,0.4242154061794281,0.8061428666114807,0.43782201409339905,0.7979999780654907
74,0.4240283966064453,0.806857168674469,0.43762657046318054,0.7979999780654907
75,0.42384883761405945,0.8069999814033508,0.43741077184677124,0.7979999780654907
76,0.42361900210380554,0.807285726070404,0.4371565580368042,0.7990000247955322
77,0.42343971133232117,0.807285726070404,0.43696609139442444,0.800000011920929
78,0.42324939370155334,0.8075714111328125,0.4367634356021881,0.7990000247955322
79,0.42306187748908997,0.8075714111328125,0.4364977478981018,0.7990000247955322
80,0.42284369468688965,0.8080000281333923,0.43623489141464233,0.800000011920929
81,0.42264223098754883,0.808571457862854,0.4359723925590515,0.8029999732971191
